dataset,pid,path,sx,sy,sz,nx,ny,nz,fov_x,fov_y,fov_z,raw_min,raw_max,mean,std,q01,q50,q99,frac_below,frac_above,eff_spacing_h,eff_spacing_w,slab_z_mm
infer(airway),CN371001-T2029382-6236-303,F:\airway_segment_with_img\imgs\CN371001-T2029382-6236-303.nii.gz,0.8496090173721313,0.8496090173721313,1.25,512,512,241,434.99981689453125,434.99981689453125,301.25,-3024.0,3071.0,-1087.66650390625,1131.374267578125,-3024.0,-936.0,526.0,0.224365234375,0.002786850038900415,1.6992180347442627,1.6992180347442627,15.0
infer(airway),CN024001-13821821-20349,F:\airway_segment_with_img\imgs\CN024001-13821821-20349.nii.gz,0.6855469942092896,0.6855469942092896,1.25,512,512,259,351.00006103515625,351.00006103515625,323.75,-3024.0,3071.0,-1046.7386474609375,1125.7596435546875,-3024.0,-934.0,642.0,0.21275303329475728,0.00424553600267612,1.371093988418579,1.371093988418579,15.0
infer(airway),CN371001-T2133008-2539-203,F:\airway_segment_with_img\imgs\CN371001-T2133008-2539-203.nii.gz,0.841796875,0.841796875,1.0,512,512,255,431.0,431.0,255.0,-1024.0,1384.0,-617.8642578125,474.0886535644531,-1024.0,-946.0,350.0,0.0,0.00021260579427083334,1.68359375,1.68359375,12.0
infer(airway),CN371001-T2133420-T2133420-5,F:\airway_segment_with_img\imgs\CN371001-T2133420-T2133420-5.nii.gz,0.6309999823570251,0.6309999823570251,1.0,512,512,250,323.0719909667969,323.0719909667969,250.0,-3104.0,18946.0,-901.0724487304688,752.283203125,-2048.0,-969.0,575.0,0.21994873963966685,0.002121413537166279,1.2619999647140503,1.2619999647140503,12.0
infer(airway),CN371001-T2132474-T2132474-4,F:\airway_segment_with_img\imgs\CN371001-T2132474-T2132474-4.nii.gz,0.794921875,0.794921875,0.699999988079071,512,512,391,407.0,407.0,273.6999953389168,-1024.0,1870.0,-703.9985961914062,449.4963073730469,-1024.0,-964.0,427.0,0.0,0.0016650415347198196,1.58984375,1.58984375,8.399999856948853
infer(airway),CN371001-T2132736-T2132736-13,F:\airway_segment_with_img\imgs\CN371001-T2132736-T2132736-13.nii.gz,0.8984375,0.8984375,0.699999988079071,512,512,441,460.0,460.0,308.69999474287033,-1024.0,2425.0,-743.5872192382812,442.5545349121094,-1024.0,-995.0,350.0,0.0,0.0011022481949870535,1.796875,1.796875,8.399999856948853
infer(airway),CN411001-50101461-1-6,F:\airway_segment_with_img\imgs\CN411001-50101461-1-6.nii.gz,0.69921875,0.69921875,1.0,512,512,266,358.0,358.0,266.0,-1024.0,2043.0,-575.9867553710938,465.30487060546875,-1023.0,-887.0,287.0,0.0,0.00023289723660401698,1.3984375,1.3984375,12.0
infer(airway),CN371001-T2133194-T2133194-4,F:\airway_segment_with_img\imgs\CN371001-T2133194-T2133194-4.nii.gz,0.7578125,0.7578125,0.699999988079071,512,512,394,388.0,388.0,275.799995303154,-1024.0,1884.0,-727.7958374023438,446.818115234375,-1024.0,-979.0,458.0,0.0,0.0021613647863179012,1.515625,1.515625,8.399999856948853
infer(airway),CN371001-T2132744-T2132744-4,F:\airway_segment_with_img\imgs\CN371001-T2132744-T2132744-4.nii.gz,0.859375,0.859375,0.699999988079071,512,512,455,440.0,440.0,318.4999945759773,-1024.0,3071.0,-674.2837524414062,470.65655517578125,-1024.0,-967.0,431.0,0.0,0.0014618250377529144,1.71875,1.71875,8.399999856948853
infer(airway),CN411001-566794-14892-5,F:\airway_segment_with_img\imgs\CN411001-566794-14892-5.nii.gz,0.703125,0.703125,0.625,512,512,425,360.0,360.0,265.625,-3024.0,3071.0,-982.9049682617188,1147.35009765625,-3024.0,-846.0,455.0,0.21355666740052456,0.001953268331619323,1.40625,1.40625,7.5
infer(airway),CN411002-3092445-R01610166-4,F:\airway_segment_with_img\imgs\CN411002-3092445-R01610166-4.nii.gz,0.58203125,0.58203125,0.699999988079071,512,512,448,298.0,298.0,313.5999946594238,-32182.0,30991.0,-510.6985778808594,502.921875,-1024.0,-812.0,552.0,4.521436128686101e-06,0.0036950180807206966,1.1640625,1.1640625,8.399999856948853
infer(airway),CN411002-3523679-R01586520-4,F:\airway_segment_with_img\imgs\CN411002-3523679-R01586520-4.nii.gz,0.734375,0.734375,0.699999988079071,512,512,449,376.0,376.0,314.2999946475029,-1024.0,2389.0,-589.1272583007812,486.5099182128906,-1024.0,-900.0,466.0,0.0,0.0022792425516087785,1.46875,1.46875,8.399999856948853
infer(airway),CN411002-3091649-R01682878-4,F:\airway_segment_with_img\imgs\CN411002-3091649-R01682878-4.nii.gz,0.712890625,0.712890625,0.699999988079071,512,512,516,365.0,365.0,361.19999384880066,-1024.0,2012.0,-523.9153442382812,486.412109375,-1024.0,-822.0,482.0,0.0,0.001356819362048571,1.42578125,1.42578125,8.399999856948853
infer(airway),CN411002-1049005-R01620279-4,F:\airway_segment_with_img\imgs\CN411002-1049005-R01620279-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,517,368.0,368.0,361.89999383687973,-1024.0,3071.0,-666.8445434570312,465.7291259765625,-1024.0,-938.0,434.0,0.0,0.002392294083587799,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-4078816-R01587720-4,F:\airway_segment_with_img\imgs\CN411002-4078816-R01587720-4.nii.gz,0.6640625,0.6640625,0.699999988079071,512,512,444,340.0,340.0,310.79999470710754,-1024.0,2807.0,-359.0400695800781,457.6080322265625,-1024.0,-181.0,474.0,0.0,0.0018649141171312054,1.328125,1.328125,8.399999856948853
infer(airway),CN411002-4272151-R01681503-4,F:\airway_segment_with_img\imgs\CN411002-4272151-R01681503-4.nii.gz,0.80078125,0.80078125,1.0,512,512,335,410.0,410.0,335.0,-1024.0,3070.0,-518.4803466796875,476.2848205566406,-1024.0,-799.0,397.0,0.0,0.0007249971190508399,1.6015625,1.6015625,12.0
infer(airway),CN411001-520491-38527-4,F:\airway_segment_with_img\imgs\CN411001-520491-38527-4.nii.gz,0.7851560115814209,0.7851560115814209,0.625,512,512,529,401.9998779296875,401.9998779296875,330.625,-3024.0,3071.0,-990.1159057617188,1144.1121826171875,-3024.0,-871.0,414.0,0.21275630218166033,0.0013321151302837875,1.5703120231628418,1.5703120231628418,7.5
infer(airway),CN411002-4193680-R01577758-4,F:\airway_segment_with_img\imgs\CN411002-4193680-R01577758-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,494,368.0,368.0,345.7999941110611,-1024.0,3064.0,-541.7841186523438,489.5303955078125,-1024.0,-860.0,488.0,0.0,0.0037273596530634267,1.4375,1.4375,8.399999856948853
infer(airway),CN411001-571022-17764-5,F:\airway_segment_with_img\imgs\CN411001-571022-17764-5.nii.gz,0.703125,0.703125,0.625,512,512,529,360.0,360.0,330.625,-3024.0,3071.0,-1006.1672973632812,1138.242919921875,-3024.0,-864.0,583.0,0.21275630218166033,0.002765186314397343,1.40625,1.40625,7.5
infer(airway),CN411002-4389295-R01577629-4,F:\airway_segment_with_img\imgs\CN411002-4389295-R01577629-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,459,368.0,368.0,321.2999945282936,-1024.0,2486.0,-557.387939453125,480.9099426269531,-1024.0,-865.0,421.0,0.0,0.0011873094766256685,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-4389617-R01578154-4,F:\airway_segment_with_img\imgs\CN411002-4389617-R01578154-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,491,368.0,368.0,343.6999941468239,-1024.0,3071.0,-534.569091796875,489.3849792480469,-1024.0,-850.0,442.0,0.0,0.0017533617884290243,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-4492357-R01704559-4,F:\airway_segment_with_img\imgs\CN411002-4492357-R01704559-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,488,348.0,348.0,341.59999418258667,-29100.0,32764.0,-222.4299774169922,426.8316955566406,-1024.0,0.0,297.0,1.000576331967213e-05,0.0005197994044569672,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-4493587-R01707231-4,F:\airway_segment_with_img\imgs\CN411002-4493587-R01707231-4.nii.gz,0.916015625,0.916015625,1.0,512,512,294,469.0,469.0,294.0,-1024.0,2185.0,-624.9663696289062,476.17401123046875,-1024.0,-923.0,419.0,0.0,0.0019714972904563035,1.83203125,1.83203125,12.0
infer(airway),CN411002-P00116914-R00494119-4,F:\airway_segment_with_img\imgs\CN411002-P00116914-R00494119-4.nii.gz,0.705078125,0.705078125,1.0,512,512,306,361.0,361.0,306.0,-1024.0,2430.0,-600.1824340820312,461.46942138671875,-1024.0,-890.0,364.0,0.0,0.0005346308951234098,1.41015625,1.41015625,12.0
infer(airway),CN411002-4470161-R01673935-4,F:\airway_segment_with_img\imgs\CN411002-4470161-R01673935-4.nii.gz,0.705078125,0.705078125,1.0,512,512,356,361.0,361.0,356.0,-1024.0,2452.0,-573.436279296875,490.874755859375,-1024.0,-881.0,493.0,0.0,0.0024546711778090473,1.41015625,1.41015625,12.0
infer(airway),CN411002-4441436-R01656841-4,F:\airway_segment_with_img\imgs\CN411002-4441436-R01656841-4.nii.gz,0.6640625,0.6640625,0.699999988079071,512,512,341,340.0,340.0,238.69999593496323,-1024.0,3071.0,-482.7756652832031,490.37762451171875,-1024.0,-710.0,497.0,0.0,0.002909685477095288,1.328125,1.328125,8.399999856948853
infer(airway),CN411002-4399219-R01590732-4,F:\airway_segment_with_img\imgs\CN411002-4399219-R01590732-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,494,368.0,368.0,345.7999941110611,-1024.0,3071.0,-616.0951538085938,476.431396484375,-1024.0,-900.0,473.0,0.0,0.0033775118644578236,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-4430944-R01627398-4,F:\airway_segment_with_img\imgs\CN411002-4430944-R01627398-4.nii.gz,0.63671875,0.63671875,0.699999988079071,512,512,460,326.0,326.0,321.9999945163727,-1024.0,3071.0,-555.1753540039062,497.8519592285156,-1024.0,-866.0,576.0,0.0,0.0043893639494461826,1.2734375,1.2734375,8.399999856948853
infer(airway),CN411002-P00117054-R00495233-4,F:\airway_segment_with_img\imgs\CN411002-P00117054-R00495233-4.nii.gz,0.705078125,0.705078125,1.0,512,512,334,361.0,361.0,334.0,-1024.0,1971.0,-524.9539184570312,495.5366516113281,-1024.0,-837.0,531.0,0.0,0.0030212391301725904,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00118514-R00538493-4,F:\airway_segment_with_img\imgs\CN411002-P00118514-R00538493-4.nii.gz,0.705078125,0.705078125,1.0,512,512,313,361.0,361.0,313.0,-1024.0,3071.0,-627.3967895507812,469.21209716796875,-1024.0,-914.0,423.0,0.0,0.0011471147836529232,1.41015625,1.41015625,12.0
infer(airway),CN411002-4417043-R01687016-4,F:\airway_segment_with_img\imgs\CN411002-4417043-R01687016-4.nii.gz,0.6953125,0.6953125,0.699999988079071,512,512,476,356.0,356.0,333.1999943256378,-1024.0,3070.0,-502.53515625,484.6297302246094,-1024.0,-752.0,491.0,0.0,0.001632297373985431,1.390625,1.390625,8.399999856948853
infer(airway),CN411002-4399770-R01591653-4,F:\airway_segment_with_img\imgs\CN411002-4399770-R01591653-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,497,368.0,368.0,347.8999940752983,-1024.0,2516.0,-654.9601440429688,473.56134033203125,-1024.0,-917.0,522.0,0.0,0.002998443787917472,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-4492695-R01705446-4,F:\airway_segment_with_img\imgs\CN411002-4492695-R01705446-4.nii.gz,0.701171875,0.701171875,0.699999988079071,512,512,508,359.0,359.0,355.5999939441681,-1024.0,3071.0,-533.9425659179688,504.12744140625,-1024.0,-861.0,598.0,0.0,0.0037029583417186557,1.40234375,1.40234375,8.399999856948853
infer(airway),CN411002-P00118799-R00543730-4,F:\airway_segment_with_img\imgs\CN411002-P00118799-R00543730-4.nii.gz,0.705078125,0.705078125,1.0,512,512,284,361.0,361.0,284.0,-1024.0,3071.0,-573.8836059570312,490.5701599121094,-1024.0,-879.0,485.0,0.0,0.002660804356103721,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00118701-R00542650-4,F:\airway_segment_with_img\imgs\CN411002-P00118701-R00542650-4.nii.gz,0.748046875,0.748046875,1.0,512,512,328,383.0,383.0,328.0,-1024.0,3066.0,-517.2755737304688,493.21881103515625,-1024.0,-823.0,486.0,0.0,0.0014272776054942687,1.49609375,1.49609375,12.0
infer(airway),CN411002-P00119099-R00546610-4,F:\airway_segment_with_img\imgs\CN411002-P00119099-R00546610-4.nii.gz,0.705078125,0.705078125,1.0,512,512,255,361.0,361.0,255.0,-1024.0,3071.0,-521.2870483398438,479.2010498046875,-1024.0,-817.0,416.0,0.0,0.0015233357747395833,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00119029-R00545960-4,F:\airway_segment_with_img\imgs\CN411002-P00119029-R00545960-4.nii.gz,0.72265625,0.72265625,1.0,512,512,303,370.0,370.0,303.0,-1024.0,3070.0,-510.09429931640625,490.0834655761719,-1024.0,-808.0,453.0,0.0,0.0018073857567527689,1.4453125,1.4453125,12.0
infer(airway),CN411002-P00118803-R00543734-4,F:\airway_segment_with_img\imgs\CN411002-P00118803-R00543734-4.nii.gz,0.681640625,0.681640625,1.0,512,512,341,349.0,349.0,341.0,-1024.0,3071.0,-648.8155517578125,467.8763427734375,-1024.0,-928.0,443.0,0.0,0.001955731501473217,1.36328125,1.36328125,12.0
infer(airway),CN411002-P00120648-R00576463-4,F:\airway_segment_with_img\imgs\CN411002-P00120648-R00576463-4.nii.gz,0.705078125,0.705078125,1.0,512,512,326,361.0,361.0,326.0,-32762.0,32767.0,-291.6087951660156,997.6130981445312,-1024.0,0.0,457.0,0.0008146248046460282,0.00316641994789219,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00119155-R00546846-4,F:\airway_segment_with_img\imgs\CN411002-P00119155-R00546846-4.nii.gz,0.830078125,0.830078125,1.0,512,512,320,425.0,425.0,320.0,-1024.0,3050.0,-586.4840698242188,486.07916259765625,-1024.0,-885.0,492.0,0.0,0.001980185131037687,1.66015625,1.66015625,12.0
infer(airway),CN411002-P00119308-R00550288-4,F:\airway_segment_with_img\imgs\CN411002-P00119308-R00550288-4.nii.gz,0.705078125,0.705078125,1.0,512,512,308,361.0,361.0,308.0,-1024.0,3071.0,-584.4593505859375,474.9310607910156,-1024.0,-886.0,414.0,0.0,0.0016747263081831555,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00120178-R00572637-4,F:\airway_segment_with_img\imgs\CN411002-P00120178-R00572637-4.nii.gz,0.64453125,0.64453125,1.0,512,512,295,330.0,330.0,295.0,-1024.0,1985.0,-500.5580749511719,496.8184814453125,-1024.0,-802.0,532.0,0.0,0.002908892850568742,1.2890625,1.2890625,12.0
infer(airway),CN411002-P00119486-R00556440-4,F:\airway_segment_with_img\imgs\CN411002-P00119486-R00556440-4.nii.gz,0.681640625,0.681640625,1.0,512,512,327,349.0,349.0,327.0,-1024.0,2178.0,-606.85302734375,478.7206726074219,-1024.0,-904.0,441.0,0.0,0.0018023450048507308,1.36328125,1.36328125,12.0
infer(airway),CN411002-P00119663-R00558790-4,F:\airway_segment_with_img\imgs\CN411002-P00119663-R00558790-4.nii.gz,0.779296875,0.779296875,1.0,512,512,337,399.0,399.0,337.0,-1024.0,1976.0,-545.2437133789062,490.08038330078125,-1024.0,-850.0,482.0,0.0,0.0022336346150711502,1.55859375,1.55859375,12.0
infer(airway),CN411002-P00120561-R00575706-4,F:\airway_segment_with_img\imgs\CN411002-P00120561-R00575706-4.nii.gz,0.662109375,0.662109375,1.0,512,512,309,339.0,339.0,309.0,-32256.0,27455.0,-651.7205200195312,483.6100158691406,-1024.0,-912.0,555.0,1.3160085864498694e-05,0.004156562504587049,1.32421875,1.32421875,12.0
infer(airway),CN411002-P00120860-R00577273-4,F:\airway_segment_with_img\imgs\CN411002-P00120860-R00577273-4.nii.gz,0.587890625,0.587890625,1.0,512,512,292,301.0,301.0,292.0,-1024.0,3071.0,-488.2633056640625,513.4281005859375,-1024.0,-763.0,913.0,0.0,0.00824824733023559,1.17578125,1.17578125,12.0
infer(airway),CN411002-P00121360-R00580439-4,F:\airway_segment_with_img\imgs\CN411002-P00121360-R00580439-4.nii.gz,0.765625,0.765625,1.0,512,512,282,392.0,392.0,282.0,-1024.0,3065.0,-564.036376953125,492.3559875488281,-1024.0,-856.0,579.0,0.0,0.0033238853772567358,1.53125,1.53125,12.0
infer(airway),CN411002-P00121280-R00579730-4,F:\airway_segment_with_img\imgs\CN411002-P00121280-R00579730-4.nii.gz,0.6953125,0.6953125,1.0,512,512,331,356.0,356.0,331.0,-1024.0,3071.0,-603.7359008789062,475.7350158691406,-1024.0,-882.0,544.0,0.0,0.003091218323379164,1.390625,1.390625,12.0
infer(airway),CN411002-P00121359-R00580438-4,F:\airway_segment_with_img\imgs\CN411002-P00121359-R00580438-4.nii.gz,0.7265625,0.7265625,1.0,512,512,320,372.0,372.0,320.0,-1024.0,3071.0,-514.3557739257812,500.8233337402344,-1024.0,-799.0,612.0,0.0,0.003557323730979208,1.453125,1.453125,12.0
infer(airway),CN411002-P00121913-R00586173-4,F:\airway_segment_with_img\imgs\CN411002-P00121913-R00586173-4.nii.gz,0.705078125,0.705078125,1.0,512,512,292,361.0,361.0,292.0,-32722.0,32310.0,-24.30889320373535,230.61813354492188,-975.0,0.0,0.0,2.2417869079644576e-05,0.00013807369364962909,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121456-R00581176-4,F:\airway_segment_with_img\imgs\CN411002-P00121456-R00581176-4.nii.gz,0.705078125,0.705078125,1.0,512,512,324,361.0,361.0,324.0,-1024.0,3071.0,-588.7521362304688,473.6761474609375,-1024.0,-869.0,497.0,0.0,0.003016871495652394,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121477-R00581201-4,F:\airway_segment_with_img\imgs\CN411002-P00121477-R00581201-4.nii.gz,0.716796875,0.716796875,1.0,512,512,307,367.0,367.0,307.0,-1024.0,3064.0,-527.6591796875,502.5982971191406,-1024.0,-819.0,677.0,0.0,0.004405252679220983,1.43359375,1.43359375,12.0
infer(airway),CN411002-P00121518-R00581249-4,F:\airway_segment_with_img\imgs\CN411002-P00121518-R00581249-4.nii.gz,0.705078125,0.705078125,1.0,512,512,299,361.0,361.0,299.0,-1024.0,3071.0,-537.2155151367188,485.5212707519531,-1024.0,-828.0,592.0,0.0,0.003991269321627107,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121522-R00581260-4,F:\airway_segment_with_img\imgs\CN411002-P00121522-R00581260-4.nii.gz,0.705078125,0.705078125,1.0,512,512,274,361.0,361.0,274.0,-1024.0,3071.0,-511.533203125,472.72760009765625,-1024.0,-764.0,472.0,0.0,0.0011297067774387432,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121575-R00581884-4,F:\airway_segment_with_img\imgs\CN411002-P00121575-R00581884-4.nii.gz,0.716796875,0.716796875,1.0,512,512,315,367.0,367.0,315.0,-1024.0,2622.0,-533.2619018554688,491.3685302734375,-1024.0,-823.0,519.0,0.0,0.0018564860026041667,1.43359375,1.43359375,12.0
infer(airway),CN411002-P00121638-R00582013-4,F:\airway_segment_with_img\imgs\CN411002-P00121638-R00582013-4.nii.gz,0.705078125,0.705078125,1.0,512,512,276,361.0,361.0,276.0,-1024.0,3071.0,-711.8793334960938,441.07806396484375,-1024.0,-927.0,498.0,0.0,0.003940774848590071,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121576-R00581885-4,F:\airway_segment_with_img\imgs\CN411002-P00121576-R00581885-4.nii.gz,0.705078125,0.705078125,1.0,512,512,281,361.0,361.0,281.0,-1024.0,3071.0,-630.4131469726562,480.3792419433594,-1024.0,-904.0,622.0,0.0,0.005174601356788312,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121894-R00586130-4,F:\airway_segment_with_img\imgs\CN411002-P00121894-R00586130-4.nii.gz,0.85546875,0.85546875,1.0,512,512,366,438.0,438.0,366.0,-1024.0,2306.0,-639.1616821289062,470.3908996582031,-1024.0,-904.0,508.0,0.0,0.0022092725409836064,1.7109375,1.7109375,12.0
infer(airway),CN411002-P00121960-R00586411-4,F:\airway_segment_with_img\imgs\CN411002-P00121960-R00586411-4.nii.gz,0.705078125,0.705078125,1.0,512,512,260,361.0,361.0,260.0,-1024.0,2337.0,-471.743896484375,492.9595031738281,-1024.0,-687.0,590.0,0.0,0.0025075024802860904,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121959-R00586409-4,F:\airway_segment_with_img\imgs\CN411002-P00121959-R00586409-4.nii.gz,0.748046875,0.748046875,1.0,512,512,299,383.0,383.0,299.0,-1024.0,2525.0,-535.2001342773438,489.3841552734375,-1024.0,-817.0,561.0,0.0,0.0023536292176632423,1.49609375,1.49609375,12.0
infer(airway),CN411002-P00121950-R00586394-4,F:\airway_segment_with_img\imgs\CN411002-P00121950-R00586394-4.nii.gz,0.705078125,0.705078125,1.0,512,512,280,361.0,361.0,280.0,-1024.0,3070.0,-540.0430908203125,476.2885437011719,-1024.0,-807.0,532.0,0.0,0.0027039111439550395,1.41015625,1.41015625,12.0
infer(airway),CN411002-P00121924-R00586189-4,F:\airway_segment_with_img\imgs\CN411002-P00121924-R00586189-4.nii.gz,0.779296875,0.779296875,1.0,512,512,333,399.0,399.0,333.0,-1024.0,2354.0,-543.8192138671875,490.13134765625,-1024.0,-831.0,543.0,0.0,0.0025504623595103515,1.55859375,1.55859375,12.0
infer(airway),CN411002-P00189552-R01578653-4,F:\airway_segment_with_img\imgs\CN411002-P00189552-R01578653-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,488,368.0,368.0,341.59999418258667,-31171.0,32000.0,-47.903778076171875,229.351318359375,-1007.0,0.0,125.0,6.003457991803279e-06,0.0001065613793545082,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-P00189954-R01582907-4,F:\airway_segment_with_img\imgs\CN411002-P00189954-R01582907-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,516,348.0,348.0,361.19999384880066,-32513.0,32256.0,-30.08043098449707,213.6127166748047,-996.0,0.0,46.0,1.1562373222347955e-05,0.00010657491839729421,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-P00189393-R01577193-4,F:\airway_segment_with_img\imgs\CN411002-P00189393-R01577193-4.nii.gz,0.865234375,0.865234375,0.699999988079071,512,512,502,443.0,443.0,351.39999401569366,-1024.0,2644.0,-640.0274658203125,467.9147644042969,-1024.0,-927.0,374.0,0.0,0.0009920336388676574,1.73046875,1.73046875,8.399999856948853
infer(airway),CN411002-P00189451-R01577470-4,F:\airway_segment_with_img\imgs\CN411002-P00189451-R01577470-4.nii.gz,0.728515625,0.728515625,0.699999988079071,512,512,487,373.0,373.0,340.8999941945076,-1024.0,2043.0,-508.7810363769531,490.58978271484375,-1024.0,-790.0,479.0,0.0,0.0015430489604722792,1.45703125,1.45703125,8.399999856948853
infer(airway),CN411002-P00189449-R01577464-4,F:\airway_segment_with_img\imgs\CN411002-P00189449-R01577464-4.nii.gz,0.716796875,0.716796875,0.699999988079071,512,512,514,367.0,367.0,359.7999938726425,-1024.0,3043.0,-529.8699951171875,493.97003173828125,-1024.0,-831.0,508.0,0.0,0.0015508445365407335,1.43359375,1.43359375,8.399999856948853
infer(airway),CN411002-P00189475-R01577528-4,F:\airway_segment_with_img\imgs\CN411002-P00189475-R01577528-4.nii.gz,0.7265625,0.7265625,0.699999988079071,512,512,516,372.0,372.0,361.19999384880066,-1024.0,3059.0,-462.9912109375,485.8520812988281,-1024.0,-583.0,493.0,0.0,0.0017916651375847006,1.453125,1.453125,8.399999856948853
infer(airway),CN411002-P00189568-R01578687-4,F:\airway_segment_with_img\imgs\CN411002-P00189568-R01578687-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,551,348.0,348.0,385.69999343156815,-32768.0,32767.0,2540.982421875,14815.4365234375,-31743.0,0.0,31742.0,0.21329199873246846,0.42368302816719894,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-P00189517-R01578021-4,F:\airway_segment_with_img\imgs\CN411002-P00189517-R01578021-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,516,348.0,348.0,361.19999384880066,-1024.0,3071.0,-579.6593627929688,478.5545654296875,-1024.0,-879.0,471.0,0.0,0.0021616610806998353,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-P00189666-R01579377-4,F:\airway_segment_with_img\imgs\CN411002-P00189666-R01579377-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,487,348.0,348.0,340.8999941945076,-1024.0,3071.0,-607.2421875,477.2793273925781,-1024.0,-903.0,473.0,0.0,0.0025747561601642713,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-P00189790-R01581111-4,F:\airway_segment_with_img\imgs\CN411002-P00189790-R01581111-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,422,368.0,368.0,295.399994969368,-1024.0,2500.0,-430.8880615234375,493.6848449707031,-1024.0,-369.0,568.0,0.0,0.002045110894113371,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-P00189671-R01579383-4,F:\airway_segment_with_img\imgs\CN411002-P00189671-R01579383-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,516,348.0,348.0,361.19999384880066,-1024.0,3071.0,-593.0968017578125,485.8045349121094,-1024.0,-891.0,527.0,0.0,0.0031122892443285304,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-P00190515-R01588955-4,F:\airway_segment_with_img\imgs\CN411002-P00190515-R01588955-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,437,348.0,348.0,305.89999479055405,-1024.0,3071.0,-591.0115966796875,478.58477783203125,-1024.0,-886.0,452.0,0.0,0.002081392522985945,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-P00189681-R01579585-4,F:\airway_segment_with_img\imgs\CN411002-P00189681-R01579585-4.nii.gz,0.662109375,0.662109375,0.699999988079071,512,512,501,339.0,339.0,350.6999940276146,-1024.0,2041.0,-611.228271484375,486.78173828125,-1024.0,-899.0,530.0,0.0,0.002607150466955323,1.32421875,1.32421875,8.399999856948853
infer(airway),CN411002-P00189680-R01579480-4,F:\airway_segment_with_img\imgs\CN411002-P00189680-R01579480-4.nii.gz,0.6796875,0.6796875,0.699999988079071,512,512,565,348.0,348.0,395.49999326467514,-1024.0,2113.0,-471.9421081542969,501.6985168457031,-1024.0,-730.0,567.0,0.0,0.0030104024723278436,1.359375,1.359375,8.399999856948853
infer(airway),CN411002-P00191345-R01601003-4,F:\airway_segment_with_img\imgs\CN411002-P00191345-R01601003-4.nii.gz,0.658203125,0.658203125,0.699999988079071,512,512,444,337.0,337.0,310.79999470710754,-32516.0,32256.0,-385.5860290527344,485.62322998046875,-1024.0,-112.0,358.0,1.1658881406365243e-05,0.0010878243260026004,1.31640625,1.31640625,8.399999856948853
infer(airway),CN411002-P00190579-R01589498-4,F:\airway_segment_with_img\imgs\CN411002-P00190579-R01589498-4.nii.gz,0.71875,0.71875,0.699999988079071,512,512,502,368.0,368.0,351.39999401569366,-1024.0,2587.0,-512.5189819335938,487.8314208984375,-1024.0,-807.0,496.0,0.0,0.0016841501311009065,1.4375,1.4375,8.399999856948853
infer(airway),CN411002-P00191215-R01598883-4,F:\airway_segment_with_img\imgs\CN411002-P00191215-R01598883-4.nii.gz,0.634765625,0.634765625,0.699999988079071,512,512,446,325.0,325.0,312.1999946832657,-1024.0,3071.0,-584.9497680664062,478.4391784667969,-1024.0,-885.0,452.0,0.0,0.0017848933530006342,1.26953125,1.26953125,8.399999856948853
